[Gain]                [Received power ]           [Noise power]            [Transmitted power]            [Date]     - all power units in watts
1.21329229303e-09        1.9718956261e-12        7.58603333072e-13        0.001        2013-07-31 21:06:46.540232        
1.13533838185e-09        1.777445847e-12        6.42107465156e-13        0.001        2013-07-31 21:11:52.948126        
1.01830784204e-09        1.71727921289e-12        6.98971370851e-13        0.001        2013-07-31 21:20:11.144045        
1.23067331151e-09        1.89300357809e-12        6.62330266583e-13        0.001        2013-07-31 21:35:07.353828        
1.12729076682e-09        1.89637974332e-12        7.69088976503e-13        0.001        2013-07-31 21:41:00.316136        
9.83236315886e-10        1.80783409163e-12        8.24597775741e-13        0.001        2013-07-31 21:46:37.963770        
1.10576709388e-09        1.75313930684e-12        6.47372212959e-13        0.001        2013-07-31 21:52:27.967219        
9.99226659218e-10        1.85622774755e-12        8.57001088333e-13        0.001        2013-07-31 21:58:09.114370        
1.29397918948e-09        1.96721530532e-12        6.73236115842e-13        0.001        2013-07-31 22:04:47.670677        
1.24033603934e-09        1.92226520987e-12        6.8192917053e-13        0.001        2013-07-31 22:10:20.604644        
1.18224497094e-09        1.84496165407e-12        6.62716683127e-13        0.001        2013-08-01 12:37:19.406916        
1.05836709269e-09        1.76074107382e-12        7.02373981123e-13        0.001        2013-08-01 12:44:40.909644        
1.14827899114e-09        1.81661925725e-12        6.68340266108e-13        0.001        2013-08-01 12:52:48.901364        
1.09707646552e-09        1.77746437728e-12        6.80387911765e-13        0.001        2013-08-01 13:00:31.929926        
1.31165723318e-09        1.98898261069e-12        6.77325377509e-13        0.001        2013-08-01 13:10:24.685846        
8.80422167031e-10        1.59224244385e-12        7.11820276816e-13        0.001        2013-08-01 13:17:29.539678        
7.60052877402e-10        1.39659690831e-12        6.36544030905e-13        0.001        2013-08-01 13:24:55.931338        
1.21690275385e-09        1.83016369797e-12        6.13260944125e-13        0.001        2013-08-01 13:32:22.123290        
8.4348608334e-10        1.4598857255e-12        6.16399642157e-13        0.001        2013-08-01 13:39:34.063693        
1.39012879222e-09        2.00289936291e-12        6.12770570689e-13        0.001        2013-08-01 13:49:33.479006        
1.21474034872e-09        2.13399635471e-12        9.19256005996e-13        0.001        2013-08-01 21:06:43.787913        
1.13272375406e-09        1.8395561611e-12        7.06832407041e-13        0.001        2013-08-01 21:11:34.849886        
1.16299615033e-09        1.86850770605e-12        7.05511555722e-13        0.001        2013-08-01 21:16:28.373907        
1.27260010042e-09        1.94028884804e-12        6.67688747621e-13        0.001        2013-08-01 21:21:23.958604        
1.08745034801e-09        1.84056262409e-12        7.53112276087e-13        0.001        2013-08-01 21:26:40.897331        
1.17050120261e-09        1.8185187316e-12        6.48017528988e-13        0.001        2013-08-01 21:31:52.187350        
1.27834853539e-09        1.94618150561e-12        6.67832970226e-13        0.001        2013-08-01 21:37:04.182147        
1.02351239784e-09        1.67650273941e-12        6.52990341573e-13        0.001        2013-08-01 21:42:26.188974        
1.01557504266e-09        1.66825281946e-12        6.52677776797e-13        0.001        2013-08-01 21:47:43.783117        
1.00179253177e-09        1.65729749758e-12        6.55504965812e-13        0.001        2013-08-01 21:53:50.295503        
1.05743739507e-09        1.8050397259e-12        7.47602330826e-13        0.001        2013-08-01 21:59:12.099700        
8.59936598725e-10        1.6750962287e-12        8.15159629978e-13        0.001        2013-08-02 12:35:34.703920        
6.26974676403e-10        1.26347983282e-12        6.36505156413e-13        0.001        2013-08-02 12:40:47.489136        
7.88804303343e-10        1.36282140047e-12        5.74017097129e-13        0.001        2013-08-02 12:45:34.411185        
9.48407879003e-10        1.54399309962e-12        5.95585220615e-13        0.001        2013-08-02 12:55:06.011216        
8.30785573059e-10        1.47674148956e-12        6.45955916498e-13        0.001        2013-08-02 12:59:54.014647        
7.42120050661e-10        1.41886463529e-12        6.76744584629e-13        0.001        2013-08-02 13:07:16.318802        
7.9489652632e-10        1.39391113614e-12        5.99014609818e-13        0.001        2013-08-02 13:16:51.947874        
9.62087270442e-10        1.59311355384e-12        6.31026283393e-13        0.001        2013-08-02 13:22:30.915146        
7.70514934773e-10        1.40523117308e-12        6.34716238312e-13        0.001        2013-08-02 13:28:17.387905        
1.3340915507e-09        2.02052799816e-12        6.86436447452e-13        0.001        2013-08-02 21:06:53.004961        
1.04117064445e-09        1.73840530049e-12        6.9723465604e-13        0.001        2013-08-02 21:11:45.298410        
1.12919016786e-09        1.76606633626e-12        6.368761684e-13        0.001        2013-08-02 21:16:31.144364        
1.34077364038e-09        2.02496893385e-12        6.84195293465e-13        0.001        2013-08-02 21:21:25.325008        
1.19767088777e-09        2.00816976081e-12        8.10498873042e-13        0.001        2013-08-02 21:26:14.736792        
1.27435588993e-09        1.95627059049e-12        6.81914700561e-13        0.001        2013-08-02 21:31:41.554288        
1.25213811457e-09        2.03682574616e-12        7.8468763159e-13        0.001        2013-08-02 21:37:07.039950        
1.02900270595e-09        1.85167419634e-12        8.22671490393e-13        0.001        2013-08-02 21:44:26.209809        
1.30677464347e-09        2.01477534087e-12        7.080006974e-13        0.001        2013-08-02 21:50:07.824408        
1.4223381342e-09        2.12414356816e-12        7.0180543396e-13        0.001        2013-08-02 21:55:26.959536        
1.29705998946e-09        1.95530769982e-12        6.58247710362e-13        0.001        2013-08-02 22:01:10.005556        
1.02004538733e-09        1.67328705575e-12        6.53241668421e-13        0.001        2013-08-03 12:34:27.472897        
8.14449671922e-10        1.43358726976e-12        6.19137597841e-13        0.001        2013-08-03 12:39:22.289826        
1.00417622616e-09        1.62000951233e-12        6.15833286167e-13        0.001        2013-08-03 12:44:00.365164        
8.43227157325e-10        1.45399702653e-12        6.10769869205e-13        0.001        2013-08-03 12:49:18.112010        
8.85293726573e-10        1.48180474961e-12        5.96511023037e-13        0.001        2013-08-03 12:54:08.328735        
9.03101055004e-10        1.50617090211e-12        6.03069847111e-13        0.001        2013-08-03 12:59:31.049348        
6.41167065102e-10        1.27921514592e-12        6.38048080814e-13        0.001        2013-08-03 13:05:52.965506        
7.22169544416e-10        1.35478720173e-12        6.32617657316e-13        0.001        2013-08-03 13:11:32.000395        
6.87354639738e-10        1.29251113292e-12        6.05156493185e-13        0.001        2013-08-03 13:16:55.150837        
3.82849989021e-10        1.03153182761e-12        6.48681838586e-13        0.001        2013-08-03 13:21:44.699203        
1.19204157486e-09        1.86012404936e-12        6.68082474507e-13        0.001        2013-08-03 13:26:33.974472        
1.37026550542e-09        2.06681008733e-12        6.96544581912e-13        0.001        2013-08-03 21:07:04.084282        
1.37465207643e-09        2.1560979015e-12        7.81445825077e-13        0.001        2013-08-03 21:13:16.862281        
